1.291059;10.0;0.0;5.0E-5;0.2032131539729874
1.291059;10.0;0.0;2.0E-4;0.1966901034945784
1.291059;10.0;0.0;8.0E-4;0.20081688351905672
1.291059;10.0;0.0;0.003;0.20185952830993475
1.291059;10.0;0.0;0.01;0.19821712902216942
1.291059;10.0;0.0;0.05;0.19995214257250934
1.291059;10.0;0.0;0.2;0.19379524612162755
1.291059;10.0;0.0;0.8;0.2000635991331438
1.291059;10.0;0.0;3.2;0.21133647019875976
1.291059;10.0;0.0;13.1;0.20669798275056864
1.291059;10.0;0.0;52.4;0.18739417432320302
1.291059;10.0;0.1;5.0E-5;0.19691092096947285
1.291059;10.0;0.1;2.0E-4;0.2024133062676113
1.291059;10.0;0.1;8.0E-4;0.20831244754425066
1.291059;10.0;0.1;0.003;0.19745924700177522
1.291059;10.0;0.1;0.01;0.2023564451737569
1.291059;10.0;0.1;0.05;0.19873977493035413
1.291059;10.0;0.1;0.2;0.19693863937617428
1.291059;10.0;0.1;0.8;0.20587065210970193
1.291059;10.0;0.1;3.2;0.20797425950601373
1.291059;10.0;0.1;13.1;0.2030032445347974
1.291059;10.0;0.1;52.4;0.18644846329964232
1.291059;10.0;0.2;5.0E-5;0.19976478098369987
1.291059;10.0;0.2;2.0E-4;0.20301940266454216
1.291059;10.0;0.2;8.0E-4;0.19921383362300688
1.291059;10.0;0.2;0.003;0.20603410568567979
1.291059;10.0;0.2;0.01;0.2005071418460391
1.291059;10.0;0.2;0.05;0.20115059279147113
1.291059;10.0;0.2;0.2;0.2076250990010727
1.291059;10.0;0.2;0.8;0.21302658575398783
1.291059;10.0;0.2;3.2;0.2099516154205621
1.291059;10.0;0.2;13.1;0.20035406539379336
1.291059;10.0;0.2;52.4;0.18434982479540468
1.291059;10.0;0.3;5.0E-5;0.19813737108943263
1.291059;10.0;0.3;2.0E-4;0.20473582852933303
1.291059;10.0;0.3;8.0E-4;0.20572163233972285
1.291059;10.0;0.3;0.003;0.20009414517477297
1.291059;10.0;0.3;0.01;0.19934016723405604
1.291059;10.0;0.3;0.05;0.19807251530702777
1.291059;10.0;0.3;0.2;0.1939918287285089
1.291059;10.0;0.3;0.8;0.21757166440320208
1.291059;10.0;0.3;3.2;0.21271251141181846
1.291059;10.0;0.3;13.1;0.19116315901924846
1.291059;10.0;0.3;52.4;0.19013482621543043
